"permit_id","type","description"
15496,"Authorization","BC CONFERENCE OF THE MENNONITE BRETHREN CHURCHES"
15365,"Authorization","GFL ENVIRONMENTAL SERVICES INC."
17126,"Authorization","REGIONAL DISTRICT OF CENTRAL KOOTENAY"
4096,"Authorization","PACIFIC PALLET LTD."
14315,"Authorization","NA"
6521,"Authorization","LION PARK PROPERTIES LTD."
15553,"Authorization","MATICHUK HOLDINGS LTD."
15450,"Authorization","EVERGREEN FISHING RESORT LTD."
16034,"Authorization","PURCELL BASIN MINERALS INC."
15494,"Authorization","PETER AND PATRICIA JEANNIE REIMER - DBA"
15360,"Authorization","CARIBOO MONASHEE HELI-SKI VILLAGE LTD. MIKE WIEGELE HELICOPTER SKIING"
14651,"Authorization","DISTRICT OF LAKE COUNTRY"
15552,"Authorization","TSC TIMBER SOURCE CANADA LTD."
12282,"Authorization","NA"
7676,"Authorization","LOUISIANA-PACIFIC CANADA LTD."
15748,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
7259,"Authorization","FIRESIDE MINERALS LTD"
11023,"Authorization","FIGUEIRA HOLDINGS LTD."
14379,"Authorization","NA"
14380,"Authorization","NA"
15648,"Authorization","SQUAMISH-LILLOOET REGIONAL DISTRICT"
15541,"Authorization","NORTH OKANAGAN - SHUSWAP SCHOOL DISTRICT NO. 83"
15736,"Authorization","ZARGON OIL & GAS LTD."
15542,"Authorization","CHRISTINA LAKE ALPINE RESORT ASSOCIATION"
15832,"Authorization","ROXUL INC."
14212,"Authorization","ERRINGTON CEDAR PRODUCTS LTD."
15819,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15335,"Authorization","AURICO METALS INC."
15641,"Authorization","SKAW PROPERTIES LTD."
100187,"Authorization","DOIG RIVER FIRST NATION"
7100,"Authorization","TELEGRAPH COVE RESORTS LTD."
15573,"Authorization","BETWEEN WOODS AND WHALES INC."
2057,"Authorization","FAIRMONT HOT SPRINGS RESORT LTD"
4288,"Authorization","NA"
13753,"Authorization","GFL ENVIRONMENTAL INC."
18163,"Authorization","GFL ENVIRONMENTAL INC."
10940,"Authorization","NA"
15672,"Authorization","THE OWNERS, STRATA PLAN VIS 5801"
16016,"Authorization","THOMPSON NICOLA REGIONAL DISTRICT"
16017,"Authorization","THOMPSON NICOLA REGIONAL DISTRICT"
11376,"Authorization","SCHOOL DISTRICT NO. 69 (QUALICUM)"
4536,"Authorization","CARIBOO REGIONAL DISTRICT"
6922,"Authorization","CARIBOO REGIONAL DISTRICT"
4223,"Authorization","CENTRAL COAST REGINAL DISTRICT"
15987,"Authorization","MINISTRY OF ENVIRONMENT"
16252,"Authorization","SCHOOL DISTRICT #83"
15392,"Authorization","CANADIAN NATURAL RESOURCES LTD."
15406,"Authorization","CANADIAN NATURAL RESOURCES"
15720,"Authorization","CANADIAN NATURAL RESOURCES LTD."
15391,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15430,"Authorization","AITKEN CREEK GAS STORAGE LTD."
15432,"Authorization","CENOVUS ENERGY INC."
15377,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15393,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15394,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15439,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15441,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15458,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15722,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15967,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
16260,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15378,"Authorization","PLATEAU PIPE LINE LTD"
15398,"Authorization","ISH ENERGY LTD."
16258,"Authorization","CANADIAN NATURAL RESOURCES"
15395,"Authorization","CANADIAN NATURAL RESOURCES LTD."
15397,"Authorization","ERIKSON NATIONAL ENERGY INC."
15409,"Authorization","CANLIN ENERGY CORPORATION"
15419,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
15421,"Authorization","CANLIN ENERGY CORPORATION"
15422,"Authorization","PETRONAS ENERGY CANADA LTD."
15860,"Authorization","CANLIN ENERGY CORPORATION"
16254,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
15433,"Authorization","TOURMALINE OIL CORP."
15504,"Authorization","CANADIAN NATURAL RESOURCES LTD."
15902,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
16262,"Authorization","CANLIN ENERGY CORPORATION"
16079,"Authorization","THE CITY OF REVELSTOKE"
16322,"Authorization","WESTCOAST ENERGY INC. ENBRIDGE"
8954,"Authorization","A.M. CEDAR LTD."
16175,"Authorization","HARVEST OPERATIONS CORP."
16208,"Authorization","COLUMBIA RIVER SHAKE & SHINGLE LTD."
16131,"Authorization","WESTFAIR PROPERTIES LTD."
16403,"Authorization","INTERFOR CORPORATION"
6742,"Authorization","TECK METALS LTD."
16005,"Authorization","John Archachan - DBA JF ARCHACHAN CONTRACTING JF ARCHACHAN CONTRACTING"
16078,"Authorization","SECURE ENERGY SERVICES INC."
16519,"Authorization","REGIONAL DISTRICT OF CENTRAL KOOTENAY"
14904,"Authorization","SPELQWEQS EXETER LIMITED PARTNERSHIP, BY ITS GENERAL PARTNER, SPELQWEQS EXETER HOLDINGS LTD."
15884,"Authorization","BC HOUSING MANAGEMENT COMMISSION"
16486,"Authorization","AINSWORTH SEWER SYSTEM CORP."
16522,"Authorization","QUESNEL INVESTMENTS CORP."
16523,"Authorization","QUESNEL INVESTMENTS CORP."
16502,"Authorization","PREMIUM PELLET LTD"
13873,"Authorization","COAST RANGE CONCRETE LTD."
16541,"Authorization","NA"
17181,"Authorization","QUINSAM COAL CORPORATION"
15714,"Authorization","EWOS CANADA LTD."
14643,"Authorization","DAWSON CONSTRUCTION LIMITED"
16435,"Authorization","OKANAGAN AGGREGATES LTD."
16692,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
16536,"Authorization","O.K. RANCH"
16792,"Authorization","NA"
15750,"Authorization","REDUX NUTRITION LTD."
16908,"Authorization","MUCHALAT INDUSTRIES LTD."
16563,"Authorization","VILLAGE DAIRY LTD."
16941,"Authorization","MICHAEL A. WALKER - DBA"
15681,"Authorization","KITIMAT-STIKINE REGIONAL DISTRICT"
3119,"Authorization","NA"
16960,"Authorization","NORTHERN ROCKIES REGIONAL DISTRICT"
8998,"Authorization","PEAK CHETWYND PROPERTIES LTD"
15111,"Authorization","NA"
16973,"Authorization","NA"
4892,"Authorization","OMINECA ENTERPRISES LTD."
105331,"Authorization","TRANS NORTH DEVELOPMENTS LTD. TRANS NORTH TIMBER"
15474,"Authorization","KICKING HORSE MANAGEMENT LTD., OPERATING ON BEHALF OF KICKING HORSE MOUNTAIN RESORT LIMITED PARTNERSHIP"
1917,"Authorization","REGIONAL DISTRICT OF KOOTENAY BOUNDARY"
15292,"Authorization","REGIONAL DISTRICT OF KOOTENAY BOUNDARY"
15290,"Authorization","REGIONAL DISTRICT OF KOOTENAY BOUNDARY"
1722,"Authorization","CONIFEX MACKENZIE FOREST PRODUCTS INC."
17014,"Authorization","BAYWEST MANUFACTURING INC."
17004,"Authorization","DOWNIE TIMBER LTD."
17108,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
17127,"Authorization","THE OWNERS, STRATA PLAN VIS 5611"
17133,"Authorization","Xin Yang Wang - DBA"
14490,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
16970,"Authorization","ST. GEORGE HOLDINGS LTD."
17041,"Authorization","HALSTON HOMES LTD"
17170,"Authorization","VINTAGE VIEWS DEVELOPMENTS LTD."
16966,"Authorization","FAIRHAVEN MINISTRIES ASSOC."
17070,"Authorization","GATEWAY UTILITIES INC."
17112,"Authorization","YOUNG LIFE OF CANADA"
17163,"Authorization","MINISTRY OF WATER, LAND AND AIR PROTECTION"
8486,"Authorization","CANADIAN MOUNTAIN HOLIDAYS INC."
17006,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
17227,"Authorization","REGIONAL DISTRICT OF KITIMAT-STIKINE"
17210,"Authorization","CANADIAN MOUNTAIN HOLIDAYS INC."
17272,"Authorization","TOURMALINE OIL CORP."
17300,"Authorization","DISTRICT OF SOOKE"
110633,"Authorization","NA"
16509,"Authorization","PINNACLE RENEWABLE ENERGY INC."
17339,"Authorization","MARINE HARVEST CANADA"
4399,"Authorization","KITIMAT-STIKINE REGIONAL DISTRICT"
17226,"Authorization","REGIONAL DISTRICT OF KITIMAT-STIKINE"
3954,"Authorization","OKANAGAN-SIMILKAMEEN REGIONAL DISTRICT"
1597,"Authorization","OKANAGAN-SIMILKAMEEN REGIONAL DISTRICT"
15759,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
16888,"Authorization","PREDATOR OIL BC LTD."
17347,"Authorization","R360 ENVIRONMENTAL SOLUTIONS CANADA INC.  R360 CANADA"
17475,"Authorization","MARINE HARVEST CANADA INC."
17042,"Authorization","CONUMA RESOURCES LIMITED"
17490,"Authorization","MARINE HARVEST CANADA INC."
17251,"Authorization","AINSWORTH HOTSPRINGS LTD. AINSWORTH HOT SPRINGS RESORT"
17088,"Authorization","NA"
17486,"Authorization","SELKIRK PAVING LTD."
2401,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
17623,"Authorization","NA"
14479,"Authorization","BRALORNE GOLD MINES LTD. JUNIOR EXPLORATION MINING"
17594,"Authorization","SECURE WASTE INFRASTRUCTURE CORP."
17522,"Authorization","DOMTAR INC. AND SEASPAN ULC"
17552,"Authorization","0985381 B.C. LTD."
17686,"Authorization","BULKLEY NECHAKO REGIONAL DISTRICT"
17674,"Authorization","NA"
17679,"Authorization","CONUMA RESOURCES LIMITED"
17487,"Authorization","CANADIAN MOUNTAIN HOLIDAYS INC."
17664,"Authorization","THE OWNERS, STRATA PLAN KAS 1201"
12554,"Authorization","BEEDIE (KINGSWAY AVE) HOLDINGS I LTD. AND BEEDIE (KINGSWAY AVE) HOLDINGS II LTD."
17720,"Authorization","EAST KOOTENAY REGIONAL DISTRICT"
5717,"Authorization","BELL II SERVICES LTD."
17557,"Authorization","PINNACLE RENEWABLE ENERGY INC."
17738,"Authorization","NA"
17043,"Authorization","CONUMA RESOURCES LIMITED"
17758,"Authorization","THE OWNERS, STRATA PLAN VIS 5772"
17778,"Authorization","DAVID ANDREW PETERSON - DBA"
17782,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
17790,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
17751,"Authorization","LOUISIANA-PACIFIC CANADA LTD."
17767,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
17494,"Authorization","THE OWNERS, STRATA PLAN KAS 2809"
17784,"Authorization","MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE"
17775,"Authorization","OLD MASSETT VILLAGE COUNCIL"
17789,"Authorization","GALORE CREEK MINING CORPORATION"
14294,"Authorization","GALENA BAY DEVEOPMENT CORP."
17847,"Authorization","STORM CAT ENERGY CORPORATION"
17756,"Authorization","CONUMA RESOURCES LIMITED"
17680,"Authorization","CONUMA RESOURCES LIMITED"
17796,"Authorization","THE OWNERS, STRATA PLAN KAS 3536"
17876,"Authorization","BARKERVILLE GOLD MINES LTD."
17762,"Authorization","PEACE RIVER COAL INC."
17974,"Authorization","PROEX ENERGY LTD."
17997,"Authorization","PROGRESS ENERGY LTD."
18017,"Authorization","BP CANADA ENERGY COMPANY"
18023,"Authorization","SAMSON CANADA, LTD."
17783,"Authorization","RIVERSIDE RV PARK SOCIETY"
17270,"Authorization","SARATOGA MARINA & RESORT 2002 LTD"
17812,"Authorization","PETERS BROS. CONSTRUCTION LTD."
18022,"Authorization","PETRO-CANADA"
18050,"Authorization","PETRO-CANADA"
17649,"Authorization","PETER'S BROS CONSTRUCTION LTD."
18096,"Authorization","428801 BC LTD"
18077,"Authorization","CANOE POINT ORCHARD"
16047,"Authorization","MIRAX LUMBER PRODUCTS LTD."
10958,"Authorization","BELLA BELLA ASSET HOLDINGS LTD."
18107,"Authorization","PETERS BROS. CONSTRUCTION LTD."
18087,"Authorization","THE OWNERS, STRATA PLAN VIS 6179"
18039,"Authorization","CANADIAN TIMBERFRAMES LTD."
16898,"Authorization","TIMBERWEST FOREST CORP."
17945,"Authorization","THOMPSON RIVER VENEER PRODUCTS LTD."
18024,"Authorization","SUNCOR ENERGY INC."
18111,"Authorization","GRIEG SEAFOOD B.C. LTD."
17842,"Authorization","DISTRICT OF LAKE COUNTRY"
17781,"Authorization","GALORE CREEK MINING CORPORATION"
17879,"Authorization","TERUS CONSTRUCTION LTD. PITTMAN ASPHALT"
3057,"Authorization","CONIFEX MACKENZIE FOREST PRODUCTS INC."
17798,"Authorization","ARC ASPHALT RECYCLING INC."
18134,"Authorization","CHESLATTA FOREST PRODUCTS LTD"
17821,"Authorization","SCHOOL DISTRICT NO. 91"
18078,"Authorization","PROEX ENERGY LTD."
18122,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
18103,"Authorization","PROEX ENERGY LTD."
18052,"Authorization","PROEX ENERGY LTD."
18070,"Authorization","PROEX ENERGY LTD."
18104,"Authorization","PROEX ENERGY LTD."
18046,"Authorization","DEVON CANADA CORPORATION"
18119,"Authorization","PROEX ENERGY LTD."
18092,"Authorization","THE OWNERS, STRATA PLAN BCS 3916"
5306,"Authorization","REMPEL BROS. CONCRETE LTD."
17671,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
17084,"Authorization","IISAAK FOREST RESOURCES LTD."
17835,"Authorization","NOOTKA SOUND OUTPOST LTD."
17759,"Authorization","CONUMA COAL RESOURCES LIMITED"
18115,"Authorization","FRASER VALLEY REGIONAL DISTRICT"
17870,"Authorization","DIRECT ENERGY MARKETING LIMITED"
4849,"Authorization","REMPEL BROS. CONCRETE LTD."
18051,"Authorization","TITAN EXPLORATION LTD."
18131,"Authorization","REGIONAL DISTRICT OF FRASER FORT GEORGE"
18213,"Authorization","SQUAMISH-LILLOOET REGIONAL DISTRICT"
17771,"Authorization","NTE ENERGY CANADA LTD."
18214,"Authorization","WEST POPKUM UTILITIES LTD."
17769,"Authorization","NTE ENERGY CANADA LTD."
17991,"Authorization","NORTHPOINT ENERGY LTD."
17719,"Authorization","NICOLA LAKESHORE WATER UTILITY CO.LTD."
17768,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
17772,"Authorization","NTE ENERGY CANADA LTD."
18158,"Authorization","PROEX ENERGY LTD."
18167,"Authorization","FORTYTWO METALS INC."
18227,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
18202,"Authorization","PROEX ENERGY LTD."
16584,"Authorization","BELLA COOLA SMALL LOGGING OPERATORS ASSOCIATION"
18244,"Authorization","COLDSMOKE LAND BC LTD. WHISTLER RV & CAMPGROUND"
17770,"Authorization","NTE ENERGY CANADA LTD."
6901,"Authorization","REGIONAL DISTRICT OF EAST KOOTENAY"
16521,"Authorization","REGIONAL DISTRICT OF CENTRAL KOOTENAY"
5302,"Authorization","THE CORPORATION OF THE CITY OF CRANBROOK"
18259,"Authorization","NO. 285 CATHEDRAL VENTURES LTD."
18263,"Authorization","WHISTLER 2010 SPORT LEGACIES SOCIETY"
18143,"Authorization","TERUS CONSTRUCTION LTD. DGS ASTRO PAVING"
17794,"Authorization","0713887 B.C.LTD."
17840,"Authorization","EIYOM PROPERTIES LTD."
18240,"Authorization","SHELL CANADA LIMITED"
18269,"Authorization","CAVVY PRODUCTION LTD."
18140,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
18146,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
18286,"Authorization","OKANAGAN AGGREGATES LTD."
18285,"Authorization","OKANAGAN AGGREGATES LTD."
18301,"Authorization","CANADIAN NATURAL RESOURCES LTD."
18308,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
18306,"Authorization","CANADIAN NATURAL RESOURCES LTD."
18305,"Authorization","CANADIAN NATURAL RESOURCES LTD."
18304,"Authorization","CANADIAN NATURAL RESOURCES LTD."
18303,"Authorization","CANADIAN NATURAL RESOURCES LTD."
7186,"Authorization","POWER PAVING LTD."
18294,"Authorization","JAYDAN VENTURES INC."
18276,"Authorization","PROEX ENERGY LTD."
18292,"Authorization","PROEX ENERGY LTD."
18251,"Authorization","PROEX ENERGY LTD."
15886,"Authorization","KWADACHA BAND"
17995,"Authorization","FORT ST. JAMES FOREST PRODUCTS GENERAL PARTNER LTD FORT ST. JAMES FOREST PRODUCTS LIMITED PARTNERSHIP"
18297,"Authorization","GALORE CREEK MINING CORPORATION"
18170,"Authorization","TOURMALINE OIL CORP."
18319,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
18173,"Authorization","GALORE CREEK MINING CORPORATION"
18333,"Authorization","GALORE CREEK MINING CORPORATION"
18171,"Authorization","GALORE CREEK MINING CORPORATION"
18295,"Authorization","SECURE ENERGY SERVICES INC."
18331,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
100171,"Authorization","MERIT MINING CORP."
105114,"Authorization","NA"
107783,"Authorization","PHOENIX COPPER COMPANY INC."
17493,"Authorization","CARIBOO MONASHEE HELI-SKI VILLAGE LTD."
18338,"Authorization","NORTHRIVER MIDSTREAM INC."
18368,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
18374,"Authorization","TTQ ECONOMIC DEVELOPMENT CORPORATION"
18375,"Authorization","CANADIAN NATURAL RESOURCES LTD."
18189,"Authorization","NOVAGOLD CANADA INC."
18362,"Authorization","B.C. PAVILION CORPORATION"
18357,"Authorization","GALORE CREEK MINING CORP."
18358,"Authorization","GALORE CREEK MINING CORP."
2119,"Authorization","CHEMTRADE WEST GP INC."
18186,"Authorization","SHEARWATER FUEL GENERAL PARTNER LTD. AS MANAGING PARTNER ON BEHALF OF SHEARWATER FUEL LIMITED PARTNERSHIP  SHEARWATER FUEL"
18328,"Authorization","DEVON CANADA CORPORATION"
18291,"Authorization","PROEX ENERGY LTD."
18278,"Authorization","TRIPOINT ENERGY LTD."
18288,"Authorization","PROEX ENERGY LTD."
105894,"Authorization","NICOLA MINING INC."
17825,"Authorization","CRITTER COVE MARINE GROUP INC."
17998,"Authorization","NORTHRIVER MIDSTREAM INC."
100011,"Authorization","SABRETOOTH ENERGY LTD."
18215,"Authorization","COLUMERE PARK DEVELOPMENTS LTD."
100013,"Authorization","YOHO RESOURCES INC."
18335,"Authorization","CONIFEX MACKENZIE FOREST PRODUCTS INC."
100029,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
18350,"Authorization","PRINCE RUPERT PORT AUTHORITY"
100031,"Authorization","THE OWNERS, STRATA PLAN VIS 6911"
18273,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
18272,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
18342,"Authorization","CANADIAN NATURAL RESOURCES LTD."
100041,"Authorization","PROEX ENERGY LTD."
100043,"Authorization","PROEX ENERGY LTD."
100044,"Authorization","BG INTERNATIONAL LIMITED"
100045,"Authorization","CHAMAELO EXPLORATION LTD."
100047,"Authorization","CANADIAN NATURAL RESOURCES LTD."
100037,"Authorization","NORTHRIVER MIDSTREAM INC."
9019,"Authorization","K-C RECYCLING LTD."
18260,"Authorization","CRAWFORD BAY RECREATION AND DEVELOPMENT LTD."
17871,"Authorization","THE BEACHES PROPERTY DEVELOPMENT LTD."
100032,"Authorization","SECURE WASTE INFRASTRUCTURE CORP."
100073,"Authorization","PROEX ENERGY LTD."
100074,"Authorization","PROEX ENERGY LTD."
100075,"Authorization","PROEX ENERGY LTD."
100076,"Authorization","PROEX ENERGY LTD."
100078,"Authorization","PROEX ENERGY LTD."
100079,"Authorization","PROEX ENERGY LTD."
100080,"Authorization","PROEX ENERGY LTD."
100081,"Authorization","PROEX ENERGY LTD."
100083,"Authorization","PROEX ENERGY LTD."
100084,"Authorization","PROEX ENERGY LTD."
103234,"Authorization","PROGRESS ENERGY LTD."
100085,"Authorization","PROEX ENERGY LTD."
100086,"Authorization","PROEX ENERGY LTD."
100087,"Authorization","PROEX ENERGY LTD."
100088,"Authorization","PROEX ENERGY LTD."
100089,"Authorization","PROEX ENERGY LTD."
100090,"Authorization","PETRO-CANADA"
100092,"Authorization","PETRO-CANADA OIL AND GAS"
17370,"Authorization","NTE ENERGY CANADA LTD."
18363,"Authorization","DOCKSIDE GREEN (VICTORIA) SOCIETY"
100097,"Authorization","PROEX ENERGY LTD."
100103,"Authorization","PROEX ENERGY LTD."
100104,"Authorization","PROEX ENERGY LTD."
100105,"Authorization","SUNCOR ENERGY INC."
100107,"Authorization","NORTHPOINT ENERGY LTD."
100110,"Authorization","SUNCOR ENERGY INC."
100111,"Authorization","MANCAL ENERGY INC."
18266,"Authorization","QM GP INC."
100023,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
18231,"Authorization","QM GP INC."
100021,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
100119,"Authorization","DEVON CANADA CORPORATION"
100120,"Authorization","DEVON CANADA CORPORATION"
100121,"Authorization","SUNCOR ENERGY INC."
100123,"Authorization","PROEX ENERGY LTD."
100124,"Authorization","PROEX ENERGY LTD."
100125,"Authorization","PROEX ENERGY LTD."
100126,"Authorization","PROEX ENERGY LTD."
100128,"Authorization","PROEX ENERGY LTD."
100129,"Authorization","PROEX ENERGY LTD."
100130,"Authorization","PROEX ENERGY LTD."
100132,"Authorization","PROEX ENERGY LTD."
100133,"Authorization","PROEX ENERGY LTD."
100059,"Authorization","SHUSWAP FALLS R.V. CLUB"
100149,"Authorization","PROEX ENERGY LTD."
100150,"Authorization","PROEX ENERGY LTD."
100151,"Authorization","PROEX ENERGY LTD."
100152,"Authorization","PROEX ENERGY LTD."
100153,"Authorization","PROEX ENERGY LTD."
100154,"Authorization","PROEX ENERGY LTD."
100155,"Authorization","PROEX ENERGY LTD."
100156,"Authorization","PROEX ENERGY LTD."
17920,"Authorization","CARIBOO REGIONAL DISTRICT"
100159,"Authorization","DEVON CANADA CORPORATION"
100160,"Authorization","DEVON CANADA CORPORATION"
100161,"Authorization","DEVON CANADA CORPORATION"
100162,"Authorization","DEVON CANADA CORPORATION"
100163,"Authorization","BG INTERNATIONAL LIMITED"
100164,"Authorization","DUVERNAY OIL CORP."
17690,"Authorization","GOLDEN EAGLE SABLE FISH INC."
100060,"Authorization","DOMTAR INC."
100188,"Authorization","SUNCOR ENERGY INC."
100189,"Authorization","DEVON CANADA CORPORATION"
100020,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
100208,"Authorization","DEVON CANADA CORPORATION"
100210,"Authorization","DEVON CANADA CORPORATION"
100214,"Authorization","BP CANADA ENERGY COMPANY"
100033,"Authorization","THE CORPORATION OF THE DISTRICT OF NORTH COWICHAN"
100227,"Authorization","NORTHPOINT ENERGY LTD."
100094,"Authorization","SLR MANAGEMENT LTD."
17804,"Authorization","PROCTER WATER UTILITY LIMITED"
100236,"Authorization","NORTHPOINT ENERGY LTD."
100237,"Authorization","SUNCOR ENERGY INC."
100238,"Authorization","UPPER LAKE OIL AND GAS LTD."
18369,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
18261,"Authorization","MOODY CREEK DEVELOPMENTS LTD"
15162,"Authorization","KOOTENAY PUMPING SYSTEMS (1985) LTD."
15838,"Authorization","PACIFIC WESTERN BREWING COMPANY LTD."
100232,"Authorization","DOUGLAS LAKE CATTLE COMPANY"
100143,"Authorization","YEKOOCHE FIRST NATION"
105719,"Authorization","CHIEFTAIN METALS INC."
17488,"Authorization","HIS MAJESTY THE KING IN RIGHT OF THE PROVINCE OF BRITISH COLUMBIA AS REPRESENTED BY THE MINISTER OF AGRICULTURE AND LANDS"
100320,"Authorization","PROEX ENERGY LTD."
100321,"Authorization","PROEX ENERGY LTD."
100355,"Authorization","BG INTERNATIONAL LIMITED"
100356,"Authorization","PROEX ENERGY LTD."
100358,"Authorization","PROGRESS ENERGY LTD."
100362,"Authorization","PROEX ENERGY LTD."
100135,"Authorization","SUNCOR ENERGY PRODUCTS INC. SUNCOR ENERGY PRODUCTS PARTNERSHIP"
100366,"Authorization","PROEX ENERGY LTD."
100370,"Authorization","PROEX ENERGY LTD."
100381,"Authorization","NORTHGATE INDUSTRIES LTD."
18228,"Authorization","WINDERMERE WATER AND SEWER COMPANY INC."
100229,"Authorization","PINNACLE RENEWABLE ENERGY INC."
100350,"Authorization","PINNACLE PELLET MEADOWBANK INC."
100202,"Authorization","NARAMATA DEVELOPMENT CORP."
100192,"Authorization","THE OWNERS, STRATA PLAN EPS234"
100493,"Authorization","PROEX ENERGY LTD."
2662,"Authorization","PACIFIC WOODTECH CANADA HOLDINGS LIMITED"
100518,"Authorization","MURPHY OIL COMPANY LTD."
100519,"Authorization","SUNCOR ENERGY INC."
100522,"Authorization","PROEX ENERGY LTD."
100524,"Authorization","PROEX ENERGY LTD."
100525,"Authorization","PROEX ENERGY LTD."
100526,"Authorization","PROEX ENERGY LTD."
100257,"Authorization","PEACE RIVER COAL INC."
100354,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
100549,"Authorization","BLACK DIAMOND GROUP LIMITED"
100554,"Authorization","PROEX ENERGY LTD."
100556,"Authorization","HUSKY OIL OPERATIONS LIMITED"
100557,"Authorization","MURPHY OIL COMPANY LTD. OIL AND GAS EXPLORATION COMPANY"
18354,"Authorization","DISTRICT OF TAYLOR"
100560,"Authorization","MURPHY OIL COMPANY LTD. OIL AND GAS EXPLORATION COMPANY"
100562,"Authorization","PROEX ENERGY LTD."
14020,"Authorization","COMOX DISTRICT CONSUMERS' CO-OPERATIVE"
100251,"Authorization","PARK LANE RIVER DISTRICT DEVELOPMENTS LTD."
101785,"Authorization","DEVON CANADA CORPORATION"
101797,"Authorization","PROEX ENERGY LTD."
101803,"Authorization","PROEX ENERGY LTD."
101805,"Authorization","PROEX ENERGY LTD."
103065,"Authorization","ENERMARK INC."
101799,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
103122,"Authorization","SHELL CANADA LIMITED"
100572,"Authorization","GATEWAY UTILITIES INC."
12659,"Authorization","CAPITAL REGIONAL DISTRICT"
100207,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
103178,"Authorization","PROGRESS ENERGY RESOURCES CORP."
103179,"Authorization","PROGRESS ENERGY LTD."
103180,"Authorization","SUNCOR ENERGY INC."
103229,"Authorization","PROGRESS ENERGY RESOURCES CORP."
103230,"Authorization","SUNCOR ENERGY INC."
100036,"Authorization","THE OWNERS, STRATA PLAN NES3681"
100338,"Authorization","SANCA CREEK BEACH RESORT COOPERATIVE ASSOCIATION"
100535,"Authorization","CASSIAR GOLD CORP."
103374,"Authorization","REMOTE WASTE LTD. REMOTE WASTE LP."
100167,"Authorization","MINISTRY OF LABOUR AND CITIZENS' SERVICES"
103137,"Authorization","TAKLA LAKE FIRST NATION"
103641,"Authorization","HUNT OIL COMPANY OF CANADA INC."
14078,"Authorization","COLUMBIA FUELS LTD."
14116,"Authorization","PETRO-CANADA PRODUCTS"
14637,"Authorization","COLUMBIA FUELS LTD."
14110,"Authorization","PETRO-CANADA PRODUCTS"
8199,"Authorization","PETRO-CANADA"
14109,"Authorization","PETRO-CANADA PRODUCTS"
14111,"Authorization","PETRO-CANADA PRODUCTS"
103649,"Authorization","SUNCOR ENERGY INC."
100528,"Authorization","NORTHRIVER MIDSTREAM G AND P CANADA INC."
103698,"Authorization","SUNCOR ENERGY INC."
100531,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
100503,"Authorization","OVINTIV CANADA ULC"
100209,"Authorization","VILLAGE OF NAKUSP"
103737,"Authorization","CANADIAN NATURAL RESOURCES"
103747,"Authorization","CENOVUS ENERGY INC."
103753,"Authorization","TOURMALINE OIL CORP."
